category_name;product_id;product_name;Описание;Состав;Белки в 100 г продукта, гр;Жиры в 100 г продукта, гр;Углеводы в 100 г продукта, гр;Энергетическая ценность в 100 г, ккал;Link
Супы;35099;"Борщ ""Украинский"" с курицей, 1 кг";Традиционный наваристый борщ с диетической куриной грудкой. Густой и ароматный суп приготовлен так, как вы сами готовили бы дома! Все ингредиенты свежие и натуральные, никакой &laquo,химии&raquo, в составе.Вкусно, полезно и сытно! А большой упаковки хватит для семейного обеда.;вода питьевая, свёкла столовая свежая, картофель свежий, капуста белокочанная свежая, лук репчатый свежий, морковь столовая свежая, филе куриной грудки отварное (филе куриной грудки, вода питьевая, соль пищевая, перец чёрный молотый), чеснок свежий, томатная паста (массовая доля сухих растворимых веществ 36–38 %), уксус столовый 9 %, сахар, соль пищевая, перец чёрный молотый, лавровый лист, укроп сушеный. Продукция производится на предприятии, где используются арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца. ;4.200;1.500;8.300;63.500;https:\\exemple_link.html749
Супы;36634;Суп-крем овощной;Низкокалорийный питательный суп из брокколи, шпината, цветной капусты, картофеля и горошка. Лук и чеснок не выделяются и при этом прекрасно дополняют нежный вкус блюда. Благодаря натуральным сливкам, суп имеет бархатистую однородную консистенцию.Разогреть можно прямо в упаковке.;капуста брокколи быстрозамороженная, шпинат быстрозамороженный, капуста цветная быстрозамороженная, картофель свежий, сливки м. д. ж. 33 %, лук репчатый свежий, горох зелёный свежемороженый, соль пищевая, чеснок свежий. Продукция производится на предприятии, где используются арахис, горчица, кунжут, злаки, содержащие глютен, рыба, орехи, сельдерей, соя, яйца. ;1.800;3.700;4.900;60.100;https:\\exemple_link.html750
Супы;40050;Суп солянка с каперсами;Сытный наваристый суп с говядиной и филе куриной грудки. Вкус солянки настолько уникален, что её просто невозможно спутать с другими супами! Сочетание пикантных специй, приятная огуречная кислинка и насыщенный мясной бульон — вот за что ценители любят это блюдо. Мы добавили в суп особый ингредиент — каперсы, с которыми солянка становится ещё вкуснее. Рекомендуем подавать блюдо с ложечкой сметаны.;"вода питьевая, лук репчатый  пассированный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное),огурцы соленые (огурцы свежие, вода питьевая, соль пищевая, чеснок свежий, перец острый стручковый, укроп свежий, регулятор кислотности-лимонная кислота),паста томатная, окорок свиной отварной (свинина, лук репчатый свежий, соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая),сахар, перец черный молотый, паприка молотая, соль пищевая, перец красный острый, масло подсолнечное рафинированное дезодорированное),филе куриной грудки, говядина (произведено из мороженого сырья) ,оливки консервированные (оливки свежие, вода питьевая, соль пищевая, регулятор кислотности-молочная кислота, регулятор кислотности - лимонная кислота),каперсы консервированные (каперсы свежие, вода питьевая, винный уксус, соль пищевая, регулятор кислотности-лимонная кислота),масло подсолнечное рафинированное дезодорированное,сахар,соль пищевая,перец черный молотый,паприка копченая молотая,лавровый лист.			";3.600;2.100;6.200;58.100;https:\\exemple_link.html751
Супы;41303;Солянка из семги и форели;Сытный наваристый суп с нежным филе сёмги и форели.Насыщенный рыбный бульон, пикантность специй, приятная огуречная кислинка — вот за что ценители любят это блюдо. Мы добавили в суп особый ингредиент — каперсы, с которыми солянка становится ещё вкуснее. Рекомендуем подавать блюдо с ложечкой сметаны.;рыбный бульон из лосося атлантического (сёмги) (продукция аквакультуры, произведено из мороженого сырья) процеженный, картофель свежий, морковь столовая свежая, лук репчатый свежий, филе лосося атлантического (сёмги) (продукция аквакультуры, произведено из мороженого сырья), филе форели (продукция аквакультуры, произведено из мороженого сырья), томатная паста массовая доля сухих веществ 25-28%, соленые огурцы (огурцы свежие, вода питьевая, соль пищевая, чеснок сушеный, перец острый стручковый), оливки (оливки, вода питьевая, соль пищевая, регулятор кислотности - молочная кислота,  регулятор кислотности - лимонная кислота, антиоксидант-аскорбиновая кислота), каперсы (каперсы, вода питьевая, винный уксус, соль пищевая, регулятор кислотности- лимонная кислота, антиоксидант - аскорбиновая кислота), зелень укропа свежего, зелень петрушки свежая, масло подсолнечное рафинированное дезодорированное, сок лимона прямого отжима, соль пищевая, черный перец горошком, чеснок свежий.;3.400;2.900;5.400;61.300;https:\\exemple_link.html752
Супы;42387;"Суп ""Гороховый"" с копченостями, 580 г";Большая порция густого, наваристого, сытного супа.В составе свежие овощи, горох, копчёно-варёный окорок, копчёные охотничьи колбаски и ароматные приправы: паприка, мускатный орех, кориандр, чеснок и чёрный перец.Разогреть можно прямо в упаковке, предварительно сняв крышку.;бульон куриный фильтрованный, вода питьевая (для замачивания гороха), картофель свежий, овощи пассерованные (морковь столовая свежая, лук репчатый свежий), окорок копчёно-варёный (свинина, соль пищевая, сахар, перец чёрный молотый, паприка сухая молотая, мускатный орех, кориандрмолотый, чеснок молотый), масло подсолнечное рафинированное дезодорированное, колбаски охотничьи копчёные (свинина, говядина, грудинка свиная,соль пищевая, сахар, чеснок сушёный молотый, перец чёрный молотый), горох колотый шлифованный, соль пищевая, перец чёрный молотый, лавровыйлист. Продукция производится на предприятии, где используются горчица, злаки, кунжут, арахис, моллюски, ракообразные, рыба, сельдерей, соя, яйца, молоко и продукты их переработки.;4.100;6.300;10.200;113.900;https:\\exemple_link.html753
Супы;42530;Борщ с говядиной;Ароматный и густой красный борщ по традиционному рецепту. Заботливо приготовлен на крепком и прозрачном говяжьем бульоне, с щедрой заправкой из сладкой свёклы, моркови, картофеля, капусты и болгарского перца. Нежная отварная говядина делает это борщ особенно сытным и насыщенным. Идеально сочетается со свежей сметанкой и зерновым хлебом. Вкусно по-домашнему!;бульон говяжий процеженный (вода питьевая, кости говяжьи, соль пищевая, лук репчатый свежий, морковь столовая свежая, корень сельдерея свежий, чеснок свежий), заправка (свёкла столовая свежая, томатная паста массовая доля сухих растворимых веществ 25 % (вода питьевая, томаты свежие), масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая), капуста белокочанная свежая, картофель свежий, говядина отварная (произведено из мороженого сырья), лук репчатый свежий, морковь столовая свежая, перец сладкий быстрозамороженный, соль пищевая, перец чёрный молотый, лавровый лист, масло подсолнечное рафинированное дезодорированное, укроп свежий (зелень), уксус столовый 9 %. Продукция производится на предприятии, где используются арахис, горчица, кунжут, молоко (лактоза), орехи, соя и яйца.;4.100;3.400;4.400;64.600;https:\\exemple_link.html754
Супы;44285;"Суп ""Куриный"" с домашней лапшой, 1 кг";Большая порция лёгкого, но сытного куриного супа — хватит для семейного обеда.Блюдо приготовлено из курицы, домашней лапши, свежих овощей и зелени. Из приправ — только соль и ароматный лавровый лист.Разогреть суп можно прямо в упаковке, предварительно сняв крышку.;ФАБРИКА КУЛИНАРИИ ООО: бульон куриный фильтрованный, филе куриное, лапша (мука пшеничная в/с, яйцо куриное пищевое, вода питьевая, соль пищевая), лук репчатый свежий, морковь столовая свежая, масло подсолнечное рафинированное дезодорированное, соль пищевая, петрушка свежая, укроп свежий (зелень), лавровый лист. Производится на предприятии, где используются горчица, кунжут, орехи, арахис, моллюски, ракообразные, рыба, сельдерей, соя, молоко и продукты их переработки.РЕСТОРАН ДОМА КУЛИНАРНАЯ ФАБРИКА ООО: бульон куриный процеженный, филе куриной грудки, лапша (мука пшеничная хлебопекарная высшего сорта, яйцо куриное пищевое, вода питьевая, соль пищевая), лук репчатый свежий, морковь столовая свежая, соль пищевая, петрушка свежая, перец чёрный молотый. Продукция производится на предприятии, где используются арахис, горчица, кунжут, молоко (лактоза), орехи, сельдерей, соя.;4.900;3.800;2.100;62.200;https:\\exemple_link.html755
Супы;44627;"Борщ ""Вегетарианский"", 1 кг";Борщ приготовлен так, как вы сами готовили бы дома! Он постный, но при этом наваристый, густой и ароматный. Вместо мяса добавлена фасоль. Эти бобы содержат растительные белки, хорошо усваивающиеся организмом. Все ингредиенты свежие и натуральные, никакой &laquo,химии&raquo, в составе.Вкусно, полезно и сытно! А большой упаковки хватит для семейного обеда.;вода питьевая, картофель свежий, капуста белокочанная свежая, фасоль консервированная (фасоль красная, вода питьевая, соль пищевая), свёкла столовая свежая, морковь столовая свежая, лук пассерованный (лук свежий репчатый, масло подсолнечное рафинированное дезодорированное), томатная паста массовая доля сухих растворимых веществ 25 % (вода питьевая, томаты свежие), уксус столовый 9 %, сахар, чеснок сушёный, соль пищевая, перец чёрный молотый. Продукт производится на предприятии, где используются горчица, злаки, кунжут, орехи, арахис, моллюски, ракообразные, рыба, сельдерей, соя, яйца, молоко и продукты их переработки.;1.000;3.200;8.300;66.000;https:\\exemple_link.html756
Супы;45288;Суп-пюре гороховый;Ароматный гороховый супчик, приготовленный с добавлением нежного картофеля, пряного карри и чесночного масла. Сытный и при этом лёгкий, он станет прекрасным дополнением обеда и отлично впишется даже в строгий рацион благодаря низкой калорийности.;Вода питьевая, горох колотый, картофель свежий, лук репчатый свежий, морковь столовая свежая, чесночное масло (чеснок свежий, масло подсолнечное рафинированное дезодорированное), соль пищевая, приправа карри (куркума, кориандр, имбирь, лук, кумин, петрушка, мускатный орех, гвоздика, корица, перец душистый, горчичный порошок, шамбала, перец белый, перец чили)Продукция производится на предприятии, где используются аллергены: арахис, злаки, содержащие глютен, кунжут, рыба, молоко (лактоза), сельдерей, соя, яйца.;3.800;1.700;11.800;77.700;https:\\exemple_link.html757
Супы;47061;"Суп ""Том-ям"", 400 мл";Легендарный тайский суп на кокосовом молоке теперь и во ВкусВилле! Этот суп любят за особый пикантно-сливочный бульон и насыщенный вкус морепродуктов с душистыми нотами свежей зелени. Подаётся с рисом в отдельном контейнере.;Вода питьевая, напиток кокосовый (мякоть кокоса,  вода питьевая), сливки питьевые ультрапастеризованные м.д.ж. 33%, томаты свежие, соус соевый (соевые бобы, пшеница, соль пищевая, сахар, вода питьевая), крупа рисовая шлифованная, кальмар командорский  (зона вылова северо-курильская, произведено из мороженого сырья), аргентинская красная креветка  (Pleoticus Muelleri) (продукция аквакультуры, произведено из мороженого сырья), томаты черри свежие, грибы шампиньоны свежие, лайм свежий, базилик свежий, мята свежая (зелень), масло подсолнечное рафинированное дезодорированное, лук зеленый свежий, лук репчатый свежий, корень галангала свежий, лист лайма, лемонграсс свежий, кинза свежая (зелень), сахар, перец кайенский молотый, перец чили молотый Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, рыба, орехи, сельдерей, яйца.;3.700;2.900;11.100;85.300;https:\\exemple_link.html758
Супы;47841;"Крем-суп ""Сырный""";Густой и нежный суп с ярким сырным вкусом и насыщенным ароматом, приготовленный с добавлением сливок и картофеля. То, что нужно для сытного перекуса или лёгкого обеда.;РЕСТОРАН ДОМА КУЛИНАРНАЯ ФАБРИКА ООО: вода питьевая, морковь столовая свежая, картофель свежий, лук репчатый свежий, сыр полутвёрдый чеддер м. д. ж. в сухом веществе 50 % (молоко нормализованноепастеризованное, соль пищевая, бактериальная закваска мезофильных и термофильных молочнокислых микроорганизмов, молокосвёртывающий ферментный препарат микробного происхождения, уплотнитель – хлорид кальция, краситель – аннато), сливки питьевые ультрапастеризованные м. д. ж. 22 %, масло сладко-сливочное несолёное м. д. ж. 72,5 %, вода питьевая, масло подсолнечное рафинированное дезодорированное. Продукция производится на предприятии, где используются орехи, яйца.ГАСТРОФАБРИКА ООО: бульон куриный процеженный (вода питьевая, мясо кур, морковь столовая свежая, лук репчатый свежий, перец чёрный молотый, лавровый лист), картофель свежий, сливки питьевые ультрапастеризованные м. д. ж. 10 %, морковь столовая свежая, сыр плавленый пастообразный «Янтарь» м. д. ж. в сухом веществе 60 % (сыр полутвёрдый (молоко пастеризованное, мезофильные молочнокислые микроорганизмы, молокосвёртывающий ферментный препарат животного происхождения, соль пищевая, уплотнитель – хлорид кальция), сливки питьевые м. д. ж. 40 %, масло сладко-сливочное несолёное «Крестьянское» м. д. ж. 72,5 %, вода питьевая, эмульгатор – цитраты натрия), сыр гауда м. д. ж. в сухом веществе 45 % (молоко нормализованное пастеризованное, соль пищевая, бактериальная закваска мезофильных молочнокислых микроорганизмов, молокосвёртывающий ферментный препарат микробного происхождения, уплотнитель – хлорид кальция), сыр чеддер красный м. д. ж. в сухом веществе 50 % (молоко нормализованное пастеризованное, соль пищевая, уплотнитель – хлорид кальция, краситель – аннато, молочнокислые мезофильные и термофильные культуры, молокосвёртывающий ферментный препарат микробного происхождения), лук репчатый свежий, масло сладко-сливочное несолёное м. д. ж. 82,5 %, соль пищевая, масло подсолнечное рафинированное дезодорированное, куркума молотая, чеснок свежий. Производится на предприятии, где используются арахис, горчица, злаки, содержащие глютен, кунжут, рыба, орехи, сельдерей, соя, яйца. ;4.700;6.800;6.000;104.000;https:\\exemple_link.html759
Супы;49805;Щи зеленые с говядиной;Щи — как домашние! Аппетитные, сытные, с нежной говядиной и приятной кислинкой щавеля и шпината. Такой супчик утолит голод и не отразится на фигуре, ведь в целой порции чуть больше 150 ккал.Разогреть щи можно прямо в упаковке, предварительно сняв крышку. Со сметаной будет ещё вкуснее.;Овощной бульон процеженный (вода питьевая, лук репчатый свежий, морковь столовая свежая, чеснок свежий, петрушка свежая (зелень), укроп свежий (зелень), кориандр целый, перец черный горошком, лавровый лист), картофель свежий, говядина отварная (произведено из мороженого сырья), шпинат быстрозамороженный, яйцо куриное пищевое отварное, щавель быстрозамороженный, лук репчатый свежий, морковь столовая свежая, щавель свежий, сок лимона прямого отжима, масло подсолнечное рафинированное дезодорированное, лук зеленый свежий, соль пищевая, чеснок свежий, укроп свежий (зелень), петрушка свежая (зелень)Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, рыба, молоко (лактоза), орехи, сельдерей, соя.;2.900;3.300;3.000;53.300;https:\\exemple_link.html760
Супы;50163;"Суп-пюре ""Сырный"" с гренками, 260 г";Суп-пюре с ярким сырным вкусом и насыщенным ароматом. Хрустящие гренки с тёртым пармезаном отлично дополняют однородную бархатную консистенцию супа. Такое первое блюдо придётся по вкусу даже детям!Разогреть можно в микроволновой печи прямо в упаковке. Только не забудьте предварительно снять крышку.;суп-пюре (бульон куриный процеженный, картофель свежий, сыр плавленый пастообразный м. д. ж. в сухом веществе 60 % (сыр полутвёрдый (молоко пастеризованное, мезофильные молочнокислые микроорганизмы, молокосвёртывающий ферментный препарат животного происхождения, соль пищевая, уплотнитель – хлорид кальция), сливки м. д. ж. 40 %, масло сливочное м. д. ж. 72,5 %, вода питьевая, эмульгатор – цитраты натрия), сливки питьевые ультрапастеризованные м. д. ж. 10 % (сливки нормализованные), лук репчатый свежий, морковь столовая свежая, сыр чеддер м. д. ж. в сухом веществе 50 % (молоко нормализованное пастеризованное, соль пищевая, уплотнитель – хлорид кальция, молочнокислые мезофильные и термофильные культуры, молокосвёртывающий ферментный препарат микробного происхождения), масло подсолнечное рафинированное дезодорированное, соль пищевая), гренки с сыром (гренки из пшеничной муки (мука пшеничная хлебопекарная высшего сорта, вода питьевая, сахар, дрожжи хлебопекарные прессованные, масло подсолнечное рафинированное дезодорированное, соль пищевая), масло подсолнечное рафинированное дезодорированное, сыр твёрдый пармезан м. д. ж. в сухом веществе 40 % (молоко нормализованное пастеризованное, закваска культур молочнокислых микроорганизмов, молокосвёртывающий ферментный препарат микробного происхождения, соль пищевая, уплотнитель – хлорид кальция), чеснок свежий, соль пищевая, паприка красная молотая). Продукция производится на предприятии, где используются горчица,моллюски, рыба, орехи, сельдерей, соя, яйца и продукты их переработки.;3.100;7.000;12.500;125.400;https:\\exemple_link.html761
Супы;51822;Австрийский сливочный суп с чесноком и гренками;Нежный суп на курином бульоне и сливках, приправленный чесноком и специями. Блюдо ресторанной кухни, которое отлично подойдёт для изысканного обеда.;бульон куриный процеженный (вода питьевая, суповой набор куриный, лук репчатый свежий, соль пищевая, морковь столовая свежая), картофель свежий, лук репчатый свежий, сливки питьевые стерилизованные м.д.ж. 22%, чеснок свежий, стебель сельдерея свежий, масло сливочное м.д.ж. 82,5%, гренки пшеничные (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая, дрожжи хлебопекарные прессованные), соль пищевая, перец черный молотый. Продукт производится на предприятии, где используются: арахис, горчица, кунжут, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;1.300;4.400;7.700;75.600;https:\\exemple_link.html762
Супы;51927;Суп из шпината с филе лосося;Аппетитный суп из шпината и лосося. Благодаря творожному сыру, консистенция нежная, бархатная. Калорийность блюда очень низкая — всего 86,9 ккал на 100 г.Суп приготовлен из свежих и качественных ингредиентов, без искусственных добавок.Разогреть можно в СВЧ-печи прямо в упаковке, предварительно сняв крышку.;"вода питьевая, шпинат быстрозамороженный свежий (зелень),сыр творожный м.д.ж. в сухом веществе 65% (творог (нормализованное пастеризованное молоко,бактериальная закваска,молокосвертывающий фермент микробного происхождения),крахмал кукурузный,стабилизаторы (камедь рожкового дерева, гуаровая камедь), регулятор кислотности-лимонная кислота, вода питьевая)),филе лосося атлантического слабосоленое (филе лосося атлантического (сёмги) (продукция аквакультуры, произведено из мороженого сырья), сахар, соль пищевая), филе горбуши (продукция аквакультуры, произведено из мороженого сырья), лук зеленый свежий, укроп свежий (зелень), петрушка свежая (зелень), масло подсолнечное рафинированное дезодорированное, соль пищевая, масло сливочное м.д.ж 82,5%,  перец черный молотый,сахар.			Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, орехи, сельдерей, соя, яйца.";3.800;5.100;1.500;67.100;https:\\exemple_link.html763
Супы;54161;Грузинский суп из фасоли с овощами;Пряный суп родом из Грузии, приготовленный из ингредиентов растительного происхождения. Питательный за счёт фасоли и картофеля в составе. Обладает насыщенным овощным вкусом, в котором различимы ноты томата и свежих трав. Если вы предпочитаете густые супы, можно оставить чашечку на ночь в холодильнике, и на утро он приобретёт нужную консистенцию.;вода питьевая, фасоль продовольственная красная, картофель свежий, томаты в собственном соку (томаты очищенные свежие,  томатный сок, регулятор кислотности-лимонная кислота),лук репчатый свежий, томатная паста массовая доля сухих веществ 36%, масло подсолнечное рафинированное дезодорированное, кинза свежая (зелень), чеснок свежий, соль пищевая, перец чили свежий красный молотый, базилик зеленый свежий, сахар, хмели-сунели (кориандр,шамбала,петрушка,базилик,чабер,майоран,куркума,укроп,мята, перец красный), кориандр молотый, петрушка свежая (зелень), перец черный молотый,  регулятор кислотности-лимонная кислота.Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;1.800;1.500;6.200;45.500;https:\\exemple_link.html764
Супы;54571;Лагман узбекский с говядиной;Традиционное блюдо узбекской кухни. Его можно отнести как к первому, так и ко второму. В лагмане сочетается небольшое количество бульона-подливы, нежная говядина, округлая лапша, разнообразные овощи и ароматные специи. Вкус насыщенный, с лёгкой остринкой.Для лапши предусмотрена отдельная упаковка — чтобы она не впитала бульон и сохранила правильную консистенцию. Перед употреблением смешайте. Разогреть блюдо можно прямо в пластиковом контейнере.;Вода питьевая, лапша лагманная отварная ( лапша лагманная (мука пшеничная хлебопекарная высший сорт, вода питьевая, яйцо куриное, соль  пищевая) вода питьевая, соль пищевая), говядина (произведено из охлажденного сырья),стебель сельдерея свежий, фасоль стручковая замороженная, репа столовая свежая, лук репчатый свежая, капуста пекинская свежая, перец сладкий свежий, масло  подсолнечное рафинированное дезодорированное, паста томатная (массовая доля сухих веществ 35%), чеснок свежий, соль пищевая, паприка молотая, зира семена, перец красный острый, перец черный молотый, перец душистый.Продукция производится на предприятии, где используются аллергены: горчица, кунжут, молоко (лактоза), яйца.;5.900;3.600;16.100;120.400;https:\\exemple_link.html765
Супы;55130;"Суп ""Грибной""";Веганский суп из свежих шампиньонов и овощей. Обладает характерным грибным вкусом, оттенённым нотами свежей петрушки.;грибы свежие (шампиньоны), вода питьевая очищенная, картофель свежий, морковь столовая свежая, лук репчатый свежий, крупа перловая, масло подсолнечное рафинированное дезодорированное, петрушка свежая (зелень), соль пищевая.;1.400;1.000;9.800;53.800;https:\\exemple_link.html766
Супы;55346;"Суп ""Фо Бо"" c говядиной и рисовой лапшой";Традиционный вьетнамский суп отлично разнообразит привычный рацион.Главные ингредиенты — нежная говядина, порезанная слайсами, и рисовая лапша. Но просто говяжьим супом блюдо назвать нельзя. Фо Бо сочетает в себе остроту, кислинку, неповторимый аромат и насыщенный вкус. За это отвечают имбирь, чеснок, чили, лимон, специи, рыбный и соевый соус, свежие лук и кинза.Разогреть блюдо можно прямо в упаковке.;вода питьевая, говядина (произведено из мороженого сырья), лук репчатый свежий, рисовая лапша (рисовая мука, вода питьевая), имбирь корень свежий, лимон свежий, лук зеленый свежий, кориандр свежий (кинза) (зелень), соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая), сахар, перец острый чили свежий, чеснок свежий, лимонный сок прямого отжима, соус рыбный (экстракт анчоуса, соль пищевая, сахар), соль пищевая, уксус яблочный 6%, перец чили молотый, бадьян сушёный.                                                                     Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, моллюски, молоко (лактоза), орехи, сельдерей, яйца.;3.800;0.400;4.700;37.600;https:\\exemple_link.html767
Супы;58178;Крем-суп с тыквой и индейкой;Этот питательный суп станет отличным решением для полезного обеда или сытного перекуса. У него насыщенный овощной вкус с нотками пряностей и чуть сладковатым послевкусием, характерным для тыквы. Суп идеально подойдёт тем, кто следит за количеством калорий в рационе: в целой порции их менее 150!;Тыква свежая, картофель свежий, корень сельдерея свежий, морковь столовая свежая, лук репчатый свежий, сливки питьевые ультрапастеризованные м.д.ж. 22 %, филе грудки индейки, вода питьевая,  куркума молотая, соль  пищевая, перец черный молотый, мускатный орех молотый, корень имбиря свежий измельченный;2.400;1.400;5.600;44.600;https:\\exemple_link.html768
Супы;59039;Щи из свежей капусты с курицей;Большая порция домашних щей, приготовленных с со свежей капусткой, филе куриного бедра и пассерованными овощами. Такой суп накормит даже самого голодного и не скажется на фигуре, ведь в целой тарелке содержится менее 200 килокалорий.;вода питьевая, капуста белокочанная свежая, картофель свежий, филе куриного бедра, пассеровка овощная (лук пассерованный ( лук репчатый свежий,  морковь столовая свежая , масло подсолнечное рафинированное дезодорированное), бульон куриный процеженный (набор суповой для бульона(мясо и кости кур), томаты консервированные в собственном соку (томаты свежие, томатный сок, регулятор кислотности-лимонная кислота), лук репчатый свежий, морковь столовая свежая, петрушка свежая (зелень), укроп свежий (зелень), лавровый лист,  куркума молотая.Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;2.200;2.600;2.800;43.400;https:\\exemple_link.html769
Супы;60657;Похлебка грибная, 1 кг;Наваристая, густая и очень ароматная похлёбка из свежих шампиньонов и белых грибов, сушёных и свежемороженых. Этот лёгкий, но сытный супчик заботливо сварен по классическому рецепту с добавлением ячменной крупы и пассерованных овощей: сладкой моркови и репчатого лука. Ничего лишнего: чтобы аппетитный аромат и вкус настоящего грибного супа оставался насыщенным и лесным. Блюдо можно дополнить домашними сухариками, свежей сметаной и сливочным сыром.; Вода питьевая,картофель свежий, грибы шампиньоны свежие, овощи пассерованные (морковь столовая свежая, лук репчатый свежий,масло подсолнечное рафинированное дезодорированное), грибы белые замороженные, крупа ячменная перловая,грибы белые сушеные молотые,соль пищевая Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;0.400;3.300;9.300;68.500;https:\\exemple_link.html770
